estacao=Natal (automatica) (9000553);;;;;;;;;;;;;;;;;;;;;;;
municipio=Natal (2408102);;;;;;;;;;;;;;;;;;;;;;;
latitude=-5,8333;;;;;;;;;;;;;;;;;;;;;;;
longitude=-35,2;;;;;;;;;;;;;;;;;;;;;;;
altitude=39,0m ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
* variaveis calculadas pelo sistema ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
12/04/2015;24,7;não;27,7;não;30,7;não;1,6;não;0;1;67;não;91;não;3,3;23,21;4,2;22,7;25,5;1004,7;1007,9;3,29;98,31
11/04/2015;22,2;não;26,2;não;30,2;não;50,2;não;0;0;64;não;96;não;3,44;20,22;4,3;21;25;1005,4;1008,7;3,44;100
10/04/2015;24,7;não;27,85;não;31;não;0;não;1;1;63;não;89;não;3,42;22,59;3,4;22,3;24,7;1005,3;1008,2;2,78;79,88
09/04/2015;24,7;não;27,75;não;30,8;não;18,4;não;0;0;66;não;95;não;3,34;23,48;3,5;22,5;26;1005,2;1008,2;3,34;82,66
08/04/2015;24,7;não;27,95;não;31,2;não;4,6;não;0;15;64;não;94;não;3,51;21,1;2,2;23;25,5;1004,3;1007,9;3,51;67,6
07/04/2015;24,9;não;28,5;não;32,1;não;0;não;8;14;62;não;90;não;3,89;23,13;2,6;22,8;24,9;1003,4;1006,9;2,64;66,51
06/04/2015;23,8;não;27,65;não;31,5;não;0;não;7;13;59;não;89;não;3,78;25,05;2;21,6;24;1003,8;1007,2;2,66;69,15
05/04/2015;25,2;não;27,85;não;30,5;não;0;não;6;12;58;não;83;não;3,16;25,68;2,1;20,8;22,9;1003,9;1006,9;2,31;71,81
04/04/2015;22,8;não;26,65;não;30,5;não;0;não;5;11;59;não;89;não;3,49;25,85;1,9;20,6;23,1;1003;1006,9;2,63;74,12
03/04/2015;24,8;não;27,55;não;30,3;não;0;não;4;10;57;não;81;não;3,13;21,61;3,1;20;22,3;1003,7;1007,6;2,44;76,75
02/04/2015;24,8;não;27,5;não;30,2;não;0;não;3;9;63;não;81;não;3,1;21,33;3;20,2;24,1;1004,4;1009,1;2,49;79,19
01/04/2015;23,5;não;26,95;não;30,4;não;0;não;2;8;60;não;87;não;3,36;25,76;2,9;19,4;23,2;1004,9;1008,5;2,8;81,68
31/03/2015;24,2;não;27,4;não;30,6;não;0;não;1;7;56;não;87;não;3,34;26,36;3,9;19,4;23,4;1004,5;1008,5;2,87;84,48
30/03/2015;24,2;não;27,1;não;30;não;3;não;0;6;70;não;94;não;3,1;21,34;3,5;22,7;25,7;1005,1;1008,5;3,08;87,35
29/03/2015;25,5;não;28;não;30,5;não;2,6;não;0;5;67;não;91;não;3,13;15,8;3,8;21,7;25,7;1005,9;1009,6;3,07;87,43
28/03/2015;23,5;não;27,15;não;30,8;não;0;não;4;4;61;não;90;não;3,53;24,62;3,1;21,4;23,8;1007,3;1011,1;3,16;87,9
27/03/2015;23,4;não;26,9;não;30,4;não;0;não;3;3;62;não;89;não;3,38;26,21;2,3;20,9;23,2;1006,8;1010,5;3,13;91,06
26/03/2015;23,8;não;26,9;não;30;não;0;não;2;2;60;não;91;não;3,16;27,29;4;20,5;23,9;1004,7;1008,4;3,02;94,19
25/03/2015;24,8;não;27,65;não;30,5;não;0,4;não;1;1;64;não;91;não;3,23;25,48;3,6;22,2;24,9;1005,6;1009,4;3,19;97,21
24/03/2015;22;não;26,55;não;31,1;não;20,6;não;0;0;61;não;96;não;3,9;21,04;2,7;21,1;24,1;1006,2;1010,3;3,9;100
23/03/2015;22,4;não;25,9;não;29,4;não;12,6;não;0;0;74;não;96;não;3,11;12,91;1,9;21,6;25,2;1006,6;1009,7;3,11;100
22/03/2015;22,7;não;25,6;não;28,5;não;34,8;não;0;0;73;não;96;não;2,73;7,48;0,7;22;24,4;1005;1008,6;2,73;100
21/03/2015;23;não;25,25;não;27,5;não;61,6;não;0;0;79;não;96;não;2,35;4,18;3;22;25,4;1003,5;1007,2;2,35;100
20/03/2015;24,4;não;27,7;não;31;não;0;não;1;11;61;não;87;não;3,5;26,87;4,1;21,8;24,5;1002,2;1005,5;2,78;77,98
19/03/2015;24,1;não;27,4;não;30,7;não;3,4;não;0;10;63;não;92;não;3,42;25,99;4,6;21,9;24;1002,9;1007,4;3,42;80,76
18/03/2015;26;não;28,7;não;31,4;não;0;não;6;9;64;não;84;não;3,45;24,57;3,8;21,4;24,3;1004,2;1007,8;2,83;80,78
17/03/2015;26,9;não;28,95;não;31;não;0;não;5;8;61;não;79;não;3,16;22,36;5,4;21,5;23,5;1004,5;1007,8;2,68;83,61
16/03/2015;26,8;não;29;não;31,2;não;0;não;4;7;63;não;84;não;3,26;25,16;4,5;22,7;24,6;1004,1;1007,5;2,86;86,29
15/03/2015;24,8;não;27,85;não;30,9;não;0;não;3;6;65;não;87;não;3,41;25,67;4;21,4;24,7;1003,2;1006,7;3,1;89,15
14/03/2015;25,1;não;27,75;não;30,4;não;0;não;2;5;62;não;83;não;3,17;24,65;4,4;21,5;23,2;1002,6;1006;2,97;92,25
13/03/2015;26,4;não;28,45;não;30,5;não;0;não;1;4;61;não;82;não;3,04;26,78;4,6;21,1;23,7;1002,6;1006,8;2,94;95,22
12/03/2015;23,5;não;26,7;não;29,9;não;4,4;não;0;3;70;não;93;não;3,18;15,41;4,1;21,8;24,8;1004,2;1007;3,18;98,16
11/03/2015;26,5;não;28,6;não;30,7;não;0;não;1;2;63;não;81;não;3,11;26,17;4,3;21,9;23,9;1004,2;1007,7;3,06;96,94
10/03/2015;24,8;não;27,5;não;30,2;não;9,4;não;0;1;65;não;94;não;3,13;16,71;4,4;20,9;25,4;1004,5;1007,8;3,13;100
09/03/2015;24,2;não;26,85;não;29,5;não;21,8;não;0;0;75;não;95;não;2,94;18,51;1,7;23;25,4;1003,9;1008,3;2,94;100
08/03/2015;23,8;não;26,65;não;29,5;não;19,4;não;0;0;76;não;95;não;2,99;12,9;0,8;22,6;26,4;1004,4;1008;2,99;100
07/03/2015;24,6;não;27,6;não;30,6;não;1,2;não;0;1;59;não;90;não;3,33;20,58;2,2;20,7;23,9;1004,2;1007,2;3,31;97,89
06/03/2015;21,8;não;25,05;não;28,3;não;84,6;não;0;0;75;não;97;não;2,79;9,95;3,6;21,1;24,8;1004;1008,4;2,79;100
05/03/2015;24,3;não;27,45;não;30,6;não;0;não;2;3;64;não;89;não;3,37;26,35;2,6;22,1;24,4;1003,4;1007,2;2,19;63,71
04/03/2015;25,6;não;27,95;não;30,3;não;0,2;não;1;2;62;não;87;não;3,08;23,09;4,6;21,4;24,4;1003,1;1008;2,12;65,9
03/03/2015;23,8;não;27,15;não;30,5;não;5;não;0;1;62;não;91;não;3,41;25,22;4,3;21,4;23,9;1004,1;1007,8;3,41;67,82
02/03/2015;23,8;não;26,65;não;29,5;não;14,4;não;0;0;70;não;94;não;3;16,25;3,8;21,7;24,7;1004,1;1008,7;3;66,23
01/03/2015;23,9;não;27,65;não;31,4;não;0,6;não;4;4;62;não;91;não;3,79;25,42;2,7;20;25,2;1004,6;1008,5;2,37;54,83
28/02/2015;24,5;não;27,8;não;31,1;não;0;não;3;3;63;não;89;não;3,57;23,93;2,9;22,3;24,7;1004,3;1007,7;2,06;56,6
27/02/2015;26,2;não;28,7;não;31,2;não;0;não;2;2;59;não;81;não;3,37;26,76;3,6;21,3;23,7;1002,9;1006,5;2,01;58,66
26/02/2015;24,4;não;27,55;não;30,7;não;0,2;não;1;1;63;não;87;não;3,41;26,07;4,4;21,5;23,9;1003,7;1008,4;2,18;60,67
25/02/2015;23,4;não;26,7;não;30;não;35;não;0;0;68;não;95;não;3,26;19,36;4;21,4;25,2;1006,2;1010;3,26;62,65
24/02/2015;24,7;não;27,9;não;31,1;não;5;não;0;4;63;não;91;não;3,55;24,16;2,6;21,3;24,7;1006,2;1008,9;3,55;30,91
23/02/2015;25,6;não;28,2;não;30,8;não;0,6;não;1;3;61;não;85;não;3,29;25,52;4,5;21,6;24;1004,6;1007,5;1,4;29,46
22/02/2015;24;sim;26;sim;28;sim;2,37;sim;0;2;;não;;não;2,67;;;;;;;2,46;30,26
21/02/2015;24;sim;26;sim;28;sim;3,96;sim;0;1;;não;;não;4,23;;;;;;;4,04;30,35
20/02/2015;23,3;não;26;não;28,7;não;22,4;não;0;0;75;não;94;não;2,77;6,53;1,2;21,4;25,1;1004,5;1007,9;2,77;30,43
19/02/2015;26,9;não;29,1;não;31,3;não;0,2;não;4;32;58;não;82;não;3,33;23,99;3,7;20,9;24,1;1003,3;1006,6;0,54;10,8
18/02/2015;25;sim;28;sim;31;sim;0;sim;3;31;;não;;não;3,62;;;;;;;0,41;11,14
17/02/2015;26;sim;27,5;sim;29;sim;0;sim;2;30;;não;;não;2,56;;;;;;;0,3;11,55
16/02/2015;26;sim;27,5;sim;29;sim;0;sim;1;29;;não;;não;3,19;;;;;;;0,39;11,85
15/02/2015;25;sim;27,5;sim;30;sim;1,56;sim;0;28;;não;;não;3,62;;;;;;;1,81;12,24
14/02/2015;25;sim;28;sim;31;sim;0;sim;4;27;;não;;não;3,48;;;;;;;0,44;12,49
13/02/2015;26,4;não;28,95;não;31,5;não;0,2;não;3;26;59;não;82;não;3,49;25,81;4,7;21,7;23,7;1007,1;1011;0,64;12,93
12/02/2015;26,8;não;29,05;não;31,3;não;0;não;2;25;64;não;80;não;3,35;23,58;5;21,9;24,6;1007,5;1010,8;0,45;13,37
11/02/2015;26,6;não;28,8;não;31;não;0;não;1;24;58;não;80;não;3,26;25,58;3,2;20,9;23,6;1006,7;1010;0,46;13,82
10/02/2015;24,2;não;27,3;não;30,4;não;6,2;não;0;23;60;não;93;não;3,34;23,09;4,6;21,3;24,8;1004,4;1007,2;3,34;14,28
09/02/2015;24,3;não;27,65;não;31;não;1,8;não;0;22;60;não;89;não;3,59;23,8;5,1;21,1;24,3;1004,2;1007,8;2,01;11,42
08/02/2015;25,2;não;28,2;não;31,2;não;0;não;7;21;60;não;84;não;3,54;25,23;5,2;21,5;23,4;1005,6;1008;0,41;11,63
07/02/2015;26,2;não;28,65;não;31,1;não;0;não;6;20;62;não;83;não;3,36;22,45;3,6;21,8;24;1004,3;1007,5;0,42;12,04
06/02/2015;26,3;não;28,8;não;31,3;não;0;não;5;19;59;não;77;não;3,43;25,96;2,7;21,4;23;1004,1;1007,4;0,43;12,46
05/02/2015;26,6;não;28,4;não;30,2;não;0;não;4;18;65;não;80;não;2,94;11,84;4;21,4;23,8;1004,8;1008,3;0,38;12,89
04/02/2015;26,6;não;28,85;não;31,1;não;0;não;3;17;60;não;82;não;3,31;21,02;3,8;21,4;24,1;1004,7;1008,2;0,45;13,27
03/02/2015;26,4;não;28,7;não;31;não;0;não;2;16;63;não;82;não;3,29;25,49;3,3;21,8;24,2;1005,1;1009,2;0,46;13,72
02/02/2015;24,9;não;27,75;não;30,6;não;0;não;1;15;60;não;84;não;3,34;23,65;4,9;21,3;23,9;1005,3;1008,8;0,48;14,18
01/02/2015;25,7;não;28;não;30,3;não;1,6;não;0;14;65;não;90;não;3,11;20,32;4,5;21,2;24,7;1005,3;1008;1,83;14,66
31/01/2015;26,4;não;28,65;não;30,9;não;0;não;4;13;58;não;80;não;3,26;24,78;4;20,9;23,5;1005,2;1008,5;0,49;14,89
30/01/2015;26;não;28,3;não;30,6;não;0;não;3;12;60;não;80;não;3,19;24,77;3,1;20,8;22,9;1005,7;1008,4;0,5;15,38
29/01/2015;25,8;não;28,3;não;30,8;não;0;não;2;11;58;não;77;não;3,3;25,5;3,7;20,4;22,6;1004,8;1008,1;0,53;15,88
28/01/2015;23,5;não;27,45;não;31,4;não;0;não;1;10;50;não;82;não;3,91;25,33;4,6;18,2;21,4;1005,3;1008,7;0,65;16,41
27/01/2015;24,3;não;27,35;não;30,4;não;1;não;0;9;57;não;86;não;3,35;25,46;5;19,8;22,7;1006,2;1009,2;1,41;17,06
26/01/2015;24,9;não;27,75;não;30,6;não;0;não;8;8;59;não;77;não;3,35;26,14;4,8;20,3;22,9;1006;1009,3;0,59;17,47
25/01/2015;26,2;não;28,65;não;31,1;não;0;não;7;7;58;não;80;não;3,38;22,91;4,5;20,6;22,8;1005,6;1008,8;0,63;18,06
24/01/2015;25,3;não;28,05;não;30,8;não;0;não;6;6;63;não;86;não;3,38;22,56;3,3;21,9;24,3;1005,8;1008,7;0,64;18,69
23/01/2015;26,1;não;28,2;não;30,3;não;0;não;5;5;64;não;81;não;3,06;19,64;4,3;20,6;23,4;1006,3;1009,1;0,6;19,33
22/01/2015;26,1;não;28,4;não;30,7;não;0;não;4;4;57;não;78;não;3,23;23,57;4,7;20,3;22,8;1006;1008,7;0,65;19,93
21/01/2015;26,3;não;28,6;não;30,9;não;0;não;3;3;63;não;81;não;3,28;22,94;4,3;21,7;23,6;1004,7;1008,3;0,69;20,58
20/01/2015;25,3;não;27,8;não;30,3;não;0;não;2;2;59;não;83;não;3,17;25,28;4,3;20,7;23;1004,6;1008,3;0,68;21,27
19/01/2015;26,1;não;28,2;não;30,3;não;0;não;1;1;65;não;84;não;3,07;23,11;3,2;22;23,8;1006,3;1009,3;0,69;21,95
18/01/2015;23,3;não;26,5;não;29,7;não;13,4;não;0;0;67;não;94;não;3,2;19,57;3,8;21,9;25;1006,9;1009,5;3,2;22,64
17/01/2015;25,9;não;28,25;não;30,6;não;0;não;5;57;61;não;85;não;3,22;22,29;4,6;21,2;24,1;1006,4;1009,4;0,41;12,44
16/01/2015;25;não;27,7;não;30,4;não;0,4;não;4;56;60;não;82;não;3,26;26,45;4,2;21;22,9;1006,7;1009,8;0,77;12,85
15/01/2015;23,7;não;27,05;não;30,4;não;0;não;3;55;58;não;83;não;3,44;26,26;4,8;20,4;22,4;1005,9;1009,2;0,46;13,22
14/01/2015;24,1;não;27,5;não;30,9;não;0,8;não;2;54;58;não;89;não;3,6;25,43;5,2;20,2;23;1005,7;1009,1;1,19;13,68
13/01/2015;24,1;não;27,5;não;30,9;não;0,6;não;1;53;59;não;90;não;3,6;21,9;5,3;19,5;23,3;1006,3;1009,5;1,03;14,07
12/01/2015;23,5;não;26,95;não;30,4;não;4;não;0;52;63;não;92;não;3,47;24,3;5,2;21,6;23,9;1006,8;1010,2;3,47;14,5
11/01/2015;23,8;não;26,9;não;30;não;6,6;não;0;51;65;não;93;não;3,26;23,93;4,6;21,6;24;1007,3;1010,2;3,26;13,97
10/01/2015;23,6;não;27,1;não;30,6;não;2;não;0;50;61;não;89;não;3,55;23,59;5,8;20,4;23,4;1006,6;1009,4;2,17;10,63
09/01/2015;25,9;não;28,4;não;30,9;não;0;não;18;49;61;não;74;não;3,35;24,24;5,9;20,5;23,1;1006,5;1009;0,36;10,8
08/01/2015;25,9;não;28,2;não;30,5;não;0;não;17;48;56;não;77;não;3,18;24,61;5,5;19,7;22,2;1006,6;1009,3;0,36;11,16
07/01/2015;25,9;não;28,05;não;30,2;não;0;não;16;47;58;não;78;não;3,06;24,92;4,1;20,1;22,7;1006,3;1009,5;0,36;11,52
06/01/2015;26;não;28,25;não;30,5;não;0;não;15;46;63;não;81;não;3,17;23,24;5,6;21,2;23,7;1007,2;1009,8;0,39;11,88
05/01/2015;25,9;não;28,15;não;30,4;não;0;não;14;45;60;não;78;não;3,14;23,78;3,5;20,1;22,6;1008,1;1011,2;0,39;12,27
04/01/2015;25,5;não;28,15;não;30,8;não;0;não;13;44;57;não;76;não;3,36;20,39;3,5;19,8;22,3;1007;1010,2;0,43;12,66
03/01/2015;24;não;27,1;não;30,2;não;0;não;12;43;59;não;85;não;3,32;25,55;4,1;20,1;23,2;1005,2;1009;0,44;13,09
02/01/2015;23,8;não;26,8;não;29,8;não;0,2;não;11;42;63;não;90;não;3,19;16,97;2,9;20,5;23,4;1006,1;1008,9;0,61;13,53
01/01/2015;25,8;não;28,15;não;30,5;não;0;não;10;41;49;não;80;não;3,2;25,45;3,9;17,8;22,9;1005,9;1009,3;0,45;13,94
31/12/2014;25,5;não;27,9;não;30,3;não;0;não;9;40;64;não;82;não;3,16;18,23;3,4;21,3;23,8;1006,3;1009,4;0,47;14,39
30/12/2014;25,5;não;28;não;30,5;não;0;não;8;39;61;não;82;não;3,24;24,69;3,9;21,1;23,2;1006,2;1010;0,49;14,86
29/12/2014;25,6;não;27,85;não;30,1;não;0;não;7;38;61;não;80;não;3,07;24,19;3,1;20,6;22,6;1006,1;1010,2;0,47;15,35
28/12/2014;25,4;não;27,95;não;30,5;não;0;não;6;37;60;não;81;não;3,26;25,24;4;20,8;23;1005;1009,4;0,53;15,82
27/12/2014;24,7;não;27,5;não;30,3;não;0;não;5;36;63;não;86;não;3,27;20,49;4,8;20,9;23,3;1005,5;1010,3;0,54;16,35
26/12/2014;25,4;não;27,7;não;30;não;0;não;4;35;57;não;82;não;3,05;18,82;4,7;20,1;22,5;1007,3;1010,2;0,53;16,89
25/12/2014;26;não;28,15;não;30,3;não;0;não;3;34;60;não;80;não;3,09;21,96;4,6;20,4;22,5;1007,2;1010,3;0,54;17,42
24/12/2014;25,8;não;27,95;não;30,1;não;0;não;2;33;59;não;80;não;3,04;23,7;3,8;20,5;22,6;1006,1;1009,4;0,56;17,96
23/12/2014;25,8;não;27,9;não;30;não;0;não;1;32;61;não;81;não;3;22,63;3,8;20,9;23;1005,8;1008,8;0,56;18,52
22/12/2014;24,2;não;27,05;não;29,9;não;3,4;não;0;31;63;não;89;não;3,17;20,53;3,2;21,2;23,3;1005,9;1008,9;3,17;19,08
21/12/2014;25,8;não;28;não;30,2;não;0;não;4;30;61;não;80;não;3,08;21,85;3,2;21;23,2;1006,2;1009,3;0,59;18,85
20/12/2014;26;não;28,05;não;30,1;não;0;não;3;29;61;não;78;não;3,01;17,8;3,7;21,1;24;1006,4;1009,2;0,59;19,44
19/12/2014;26,4;não;27,9;não;29,4;não;0;não;2;28;66;não;79;não;2,7;5,64;3,7;21,3;23,1;1005,8;1006,9;0,55;20,03
18/12/2014;27,5;não;28,05;não;28,6;não;0;não;1;27;66;não;71;não;2,29;0,75;2,6;21,3;22;1005,4;1005,6;0,48;20,58
17/12/2014;25;sim;27,5;sim;30;sim;2,07;sim;0;26;;não;;não;3,11;;;;;;;2,29;21,06
16/12/2014;26,7;não;27,3;não;27,9;não;0;não;5;25;70;não;77;não;2,15;0,41;3,4;21,6;22,3;1005,9;1007,5;0,46;21,28
15/12/2014;25;sim;27;sim;29;sim;0;sim;4;24;;não;;não;3,98;;;;;;;0,89;21,74
14/12/2014;26;sim;28,5;sim;31;sim;0;sim;3;23;;não;;não;2,97;;;;;;;0,68;22,63
13/12/2014;26;sim;29;sim;32;sim;0;sim;2;22;;não;;não;3,11;;;;;;;0,73;23,31
12/12/2014;25;sim;28;sim;31;sim;0;sim;1;21;;não;;não;3,24;;;;;;;0,8;24,04
11/12/2014;24;sim;27;sim;30;sim;2,04;sim;0;20;;não;;não;3,1;;;;;;;2,3;24,84
10/12/2014;24;sim;27,5;sim;31;sim;0;sim;9;19;;não;;não;3,24;;;;;;;0,83;25,1
09/12/2014;24;sim;27;sim;30;sim;0;sim;8;18;;não;;não;3,24;;;;;;;0,85;25,93
08/12/2014;26;sim;27;sim;28;sim;0;sim;7;17;;não;;não;3,24;;;;;;;0,88;26,78
07/12/2014;25;sim;27,5;sim;30;sim;0;sim;6;16;;não;;não;2,97;;;;;;;0,84;27,66
06/12/2014;25;sim;27,5;sim;30;sim;0;sim;5;15;;não;;não;3,1;;;;;;;0,89;28,5
05/12/2014;25;sim;27,5;sim;30;sim;0;sim;4;14;;não;;não;2,72;;;;;;;0,81;29,39
04/12/2014;23;sim;26,5;sim;30;sim;0;sim;3;13;;não;;não;3,1;;;;;;;0,95;30,2
03/12/2014;24;não;25,3;não;26,6;não;0;não;2;12;75;não;90;não;2,02;0;4,7;21,8;22,6;1005;1007,3;0,64;31,15
02/12/2014;25,8;não;27,95;não;30,1;não;0;não;1;11;62;não;80;não;3,03;24,38;4,3;21,1;23,5;1004,2;1008,6;0,98;31,79
01/12/2014;22,8;não;26,6;não;30,4;não;1,6;não;0;10;54;não;88;não;3,58;26,07;5,7;19,3;23,1;1005,6;1009,1;2,25;32,77
30/11/2014;22;não;25,85;não;29,7;não;0;não;3;9;57;não;85;não;3,39;20,65;4,5;18,2;21,4;1005,7;1009;1,16;33,42
29/11/2014;25,6;não;27,7;não;29,8;não;0;não;2;8;60;não;80;não;2,94;23,66;5,5;18,2;23,2;1005,3;1008,5;1,03;34,58
28/11/2014;25,3;não;27,4;não;29,5;não;0;não;1;7;61;não;80;não;2,86;24,08;4,7;20,6;22,9;1005,2;1008,6;1,03;35,61
27/11/2014;22,5;não;25,75;não;29;não;6,2;não;0;6;67;não;93;não;3,03;15,57;4,3;20,1;24,3;1005,6;1008,5;3,03;36,64
26/11/2014;25,4;não;27,45;não;29,5;não;0,4;não;5;5;57;não;80;não;2,85;25,83;4,2;19,5;22,3;1005,6;1008,4;1,23;33,47
25/11/2014;25,9;não;27,85;não;29,8;não;0;não;4;4;64;não;81;não;2,9;24,05;4,5;21,1;23,1;1005,1;1008,6;1,01;34,3
24/11/2014;25,5;não;27,7;não;29,9;não;0;não;3;3;63;não;80;não;2,99;25,44;4,7;21,1;22,9;1006,3;1010,2;1,08;35,31
23/11/2014;24,9;não;27,6;não;30,3;não;0,6;não;2;2;60;não;80;não;3,23;25,25;3,3;20,3;22,6;1006;1008,6;1,57;36,39
22/11/2014;24,6;não;27,3;não;30;não;0;não;1;1;59;não;85;não;3,15;25,61;4,3;20,1;22,4;1005,6;1008,1;1,19;37,36
21/11/2014;23;não;25,95;não;28,9;não;17,2;não;0;0;67;não;94;não;2,92;14,42;3,8;20,4;23,8;1005,4;1008,5;2,92;38,55
20/11/2014;25,7;não;27,95;não;30,2;não;0;não;20;44;60;não;81;não;3,08;25,23;3,8;20,5;22,8;1005,7;1008,8;0,76;24,27
19/11/2014;25,7;não;27,95;não;30,2;não;0;não;19;43;61;não;80;não;3,08;24,08;3,8;21;23,4;1005,7;1008,9;0,78;25,03
18/11/2014;24,7;não;27,6;não;30,5;não;0,2;não;18;42;63;não;86;não;3,34;24,46;3,3;21,4;23,7;1003,7;1007,9;1,03;25,81
17/11/2014;25,5;não;27,95;não;30,4;não;0;não;17;41;60;não;81;não;3,18;25,3;2,9;21;22,8;1004,6;1008,7;0,86;26,64
16/11/2014;25,4;não;27,8;não;30,2;não;0;não;16;40;64;não;83;não;3,11;24,18;3;21,6;23,5;1004,7;1008,5;0,87;27,5
15/11/2014;25,7;não;27,9;não;30,1;não;0;não;15;39;63;não;81;não;3,03;25,03;3,4;21,4;23,2;1005,2;1008,3;0,87;28,37
14/11/2014;25,5;não;27,9;não;30,3;não;0;não;14;38;61;não;80;não;3,14;25,09;3,7;20,9;22,7;1004,2;1006,9;0,93;29,24
13/11/2014;25,1;não;27,4;não;29,7;não;0;não;13;37;63;não;83;não;2,95;25,62;3,7;21,3;23,1;1004,2;1007,8;0,9;30,17
12/11/2014;25,3;não;27,85;não;30,4;não;0;não;12;36;59;não;80;não;3,2;24,9;2,4;20,9;22,8;1003,8;1007,5;1,01;31,07
11/11/2014;25,4;não;27,55;não;29,7;não;0;não;11;35;64;não;79;não;2,91;24,92;3,8;20,9;22,8;1003,5;1006,8;0,95;32,08
10/11/2014;25,3;não;27,6;não;29,9;não;0;não;10;34;61;não;81;não;3;24,68;5,2;20,2;22,8;1003,5;1007,8;1,01;33,03
09/11/2014;25;não;27,5;não;30;não;0;não;9;33;65;não;81;não;3,08;22,46;4;20,9;23,2;1005,4;1008,9;1,06;34,04
08/11/2014;25;não;27,4;não;29,8;não;0;não;8;32;59;não;79;não;3;26,04;4,2;19,5;22,2;1005,3;1009,4;1,07;35,1
07/11/2014;25,2;não;27,6;não;30;não;0;não;7;31;58;não;78;não;3,05;26,89;4,2;19,7;21,4;1005,4;1009,7;1,12;36,17
06/11/2014;25,1;não;27,45;não;29,8;não;0;não;6;30;60;não;79;não;2,98;25,13;4,4;19,5;22,1;1007,2;1010,7;1,13;37,29
05/11/2014;25,3;não;27,4;não;29,5;não;0;não;5;29;64;não;80;não;2,84;24,35;4,8;20,9;23;1006,7;1010,6;1,11;38,42
04/11/2014;25,4;não;27,2;não;29;não;0;não;4;28;62;não;80;não;2,64;17,05;4,2;20,3;22,6;1005,9;1009,4;1,05;39,53
03/11/2014;25;não;27,6;não;30,2;não;0;não;3;27;59;não;79;não;3,15;19,05;4,3;20,1;22,1;1004,4;1008,3;1,3;40,58
02/11/2014;25,4;não;27,45;não;29,5;não;0;não;2;26;62;não;79;não;2,83;24,02;5,7;19,7;22,2;1004,3;1009,2;1,2;41,88
01/11/2014;24,9;não;27,35;não;29,8;não;0;não;1;25;61;não;78;não;3;25,14;5;19,9;22,3;1006,2;1009,9;1,32;43,08
31/10/2014;24,7;não;27,1;não;29,5;não;1,4;não;0;24;60;não;85;não;2,91;24,16;4,5;19,9;23,1;1006,5;1009,9;2,07;44,4
30/10/2014;25,2;não;27,4;não;29,6;não;0;não;1;23;58;não;81;não;2,89;25,16;5;19,8;22,2;1006,3;1009,5;1,32;45,07
29/10/2014;24,1;não;26,65;não;29,2;não;1;não;0;22;65;não;91;não;2,87;22,35;4,6;20,8;23,2;1005,4;1008,2;1,88;46,39
28/10/2014;23;não;26,25;não;29,5;não;3,8;não;0;21;61;não;93;não;3,13;23,41;3,8;20,9;23,7;1006,1;1009;3,13;47,27
27/10/2014;24,5;não;27,1;não;29,7;não;0;não;13;20;63;não;87;não;3,01;25,91;5;20,6;22,8;1005,8;1008,7;1,42;46,6
26/10/2014;24,7;não;27;não;29,3;não;0;não;12;19;63;não;78;não;2,83;25,9;4,2;19,9;22,3;1005,7;1008,8;1,38;48,02
25/10/2014;24,1;não;26,6;não;29,1;não;0,2;não;11;18;57;não;84;não;2,83;25,6;4,9;19,2;21,7;1005,7;1008,9;1,52;49,4
24/10/2014;24,3;não;26,85;não;29,4;não;0;não;10;17;59;não;83;não;2,92;23,78;5,2;19,1;22;1006;1010;1,5;50,72
23/10/2014;25;não;27,4;não;29,8;não;0;não;9;16;63;não;81;não;2,98;25,18;4,8;20,6;22,8;1006,4;1010,5;1,58;52,22
22/10/2014;24,9;não;27,3;não;29,7;não;0;não;8;15;60;não;79;não;2,95;24,9;3,6;20,3;22,1;1007;1010,4;1,61;53,8
21/10/2014;24,8;não;26,9;não;29;não;0;não;7;14;60;não;79;não;2,7;23,53;4,4;19,2;21,8;1005,4;1009;1,52;55,41
20/10/2014;24,8;não;27,1;não;29,4;não;0;não;6;13;59;não;81;não;2,85;25,12;3,4;19,6;22,3;1005,5;1009,2;1,64;56,93
19/10/2014;24,8;não;27,25;não;29,7;não;0;não;5;12;66;não;84;não;2,96;23,56;4,7;20,8;23,4;1006,5;1010,2;1,76;58,57
18/10/2014;24,7;não;27,2;não;29,7;não;0,8;não;4;11;60;não;83;não;2,97;22,38;4,6;20,3;22,9;1007;1010,9;2,13;60,33
17/10/2014;25,5;não;27,45;não;29,4;não;0;não;3;10;63;não;83;não;2,76;23,9;4,6;20,2;22,7;1007,9;1011;1,72;61,66
