estacao=Natal (automatica) (9000553);;;;;;;;;;;;;;;;;;;;;;;
municipio=Natal (2408102);;;;;;;;;;;;;;;;;;;;;;;
latitude=-5,8333;;;;;;;;;;;;;;;;;;;;;;;
longitude=-35,2;;;;;;;;;;;;;;;;;;;;;;;
altitude=39,0m ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
* variaveis calculadas pelo sistema ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
02/10/2015;25;não;27,3;não;29,6;não;0;não;9;13;55;não;77;não;2,87;24,89;5,5;18,6;22;1005,8;1009,3;1,07;36,85
01/10/2015;24,1;não;26,75;não;29,4;não;0,4;não;8;12;59;não;89;não;2,91;23,46;4,6;19,7;22,4;1005,7;1008,6;1,37;37,92
30/09/2015;25;não;27,2;não;29,4;não;0;não;7;11;60;não;78;não;2,79;23,57;5,4;19,7;22;1005,2;1008,7;1,1;38,89
29/09/2015;25;não;27,15;não;29,3;não;0;não;6;10;57;não;77;não;2,76;24,93;3,6;19,3;21,6;1005,1;1009,5;1,12;39,99
28/09/2015;23;não;26,2;não;29,4;não;0,2;não;5;9;59;não;87;não;3,05;24,33;5,5;19,5;22,4;1006,3;1010,4;1,39;41,11
27/09/2015;24,8;não;27,35;não;29,9;não;0;não;4;8;59;não;78;não;3,01;26,08;4,6;19,6;21,7;1006,3;1010,6;1,29;42,3
26/09/2015;25,1;não;27,2;não;29,3;não;0;não;3;7;63;não;80;não;2,74;24,02;5,2;20,3;22,1;1006,7;1011,4;1,21;43,59
25/09/2015;25,1;não;27,3;não;29,5;não;0;não;2;6;55;não;79;não;2,81;23,77;5,3;19,2;22,1;1008,2;1011,6;1,27;44,8
24/09/2015;24,7;não;27,2;não;29,7;não;0;não;1;5;62;não;85;não;2,94;24,91;4,5;20,1;23,5;1007,6;1011,1;1,38;46,07
23/09/2015;23,2;não;26,3;não;29,4;não;3,4;não;0;4;61;não;92;não;3,01;24,99;4,1;20,3;23,2;1006,7;1010,8;3,01;47,45
22/09/2015;25;não;27,2;não;29,4;não;0;não;3;3;57;não;78;não;2,78;23,81;6,3;19,4;21,7;1007;1010,5;1,32;47,06
21/09/2015;23,2;não;26,4;não;29,6;não;0;não;2;2;57;não;83;não;3,09;26,39;5,4;19;21,8;1007,8;1011,9;1,52;48,38
20/09/2015;25;não;27,2;não;29,4;não;0;não;1;1;61;não;81;não;2,78;25,33;5,7;20,1;21,9;1008,2;1011,4;1,41;49,9
19/09/2015;23;não;25,8;não;28,6;não;10;não;0;0;66;não;93;não;2,73;20,15;4,4;20,2;23,2;1008,5;1011,8;2,73;51,31
18/09/2015;23,6;não;26,65;não;29,7;não;0;não;2;37;58;não;85;não;3,07;23,76;4;19,2;21,7;1007,6;1011,1;1,38;44,04
17/09/2015;22;não;25,8;não;29,6;não;0;não;1;36;58;não;88;não;3,24;25,94;4,5;19,1;21,9;1007,3;1010,3;1,49;45,42
16/09/2015;21,8;não;25,25;não;28,7;não;2;não;0;35;58;não;91;não;2,91;23,08;4,9;19;22,8;1007,8;1011,7;2,43;46,91
15/09/2015;24,8;não;27,35;não;29,9;não;0;não;7;34;57;não;83;não;2,99;24,8;5,5;19,4;22,6;1008,7;1012,5;1,44;47,34
14/09/2015;25,3;não;27,4;não;29,5;não;0;não;6;33;59;não;78;não;2,77;26,33;4,2;19,5;22,8;1008,7;1012,7;1,37;48,78
13/09/2015;24,9;não;27,2;não;29,5;não;0;não;5;32;61;não;85;não;2,82;24,26;5,4;20,2;22,9;1007,8;1011,3;1,43;50,15
12/09/2015;23,8;não;26,3;não;28,8;não;0,4;não;4;31;67;não;88;não;2,7;23,26;5,2;20,6;23,3;1007,1;1011,2;1,6;51,58
11/09/2015;24,7;não;27,25;não;29,8;não;0;não;3;30;54;não;80;não;2,96;21,37;4,7;18,3;22,4;1005,6;1009,6;1,59;52,78
10/09/2015;24,2;não;27,1;não;30;não;0;não;2;29;57;não;81;não;3,1;23,86;5,8;19,7;22,2;1006,6;1010;1,71;54,37
09/09/2015;23,5;não;26,15;não;28,8;não;0;não;1;28;67;não;86;não;2,73;20,89;5,5;20,7;23,4;1006,6;1010,3;1,55;56,08
08/09/2015;23,1;não;26,1;não;29,1;não;2,2;não;0;27;62;não;94;não;2,89;20,03;3,4;19,7;23,2;1006,6;1010,7;2,6;57,63
07/09/2015;23,4;não;26,25;não;29,1;não;0;não;5;26;52;não;82;não;2,85;25,37;4,2;17;22;1007,3;1011,3;1,68;58,03
06/09/2015;24,9;não;27,15;não;29,4;não;0;não;4;25;61;não;81;não;2,77;25,73;3,8;20;22,2;1008,6;1012,1;1,68;59,71
05/09/2015;25;não;27,1;não;29,2;não;0;não;3;24;68;não;83;não;2,69;22,58;3,6;21,4;23,6;1008,1;1011,3;1,67;61,39
04/09/2015;24,1;não;26,55;não;29;não;0;não;2;23;66;não;84;não;2,72;24,95;4,4;20,7;23,2;1008,2;1011,7;1,74;63,06
03/09/2015;24,5;não;26,55;não;28,6;não;0;não;1;22;64;não;81;não;2,53;25,26;3,9;19,7;22,3;1008,3;1011,5;1,66;64,8
02/09/2015;22,5;não;25,1;não;27,7;não;3,2;não;0;21;68;não;93;não;2,45;14,44;3,7;20;22,8;1008;1011,6;2,45;66,46
01/09/2015;22,4;não;25;não;27,6;não;3,2;não;0;20;67;não;92;não;2,42;14,9;2,8;19,8;23,1;1008,2;1011,7;2,42;65,71
31/08/2015;22,7;não;25,85;não;29;não;0;não;9;19;60;não;88;não;2,89;22,53;5,7;19,6;22;1008;1012,4;1,9;64,93
30/08/2015;24,9;não;26,85;não;28,8;não;0;não;8;18;62;não;78;não;2,55;22,41;6,3;19,9;21,9;1009,4;1012,9;1,73;66,83
29/08/2015;22,1;não;25,45;não;28,8;não;0;não;7;17;60;não;88;não;2,89;23,61;5,1;19,5;22,1;1009,4;1013;2,01;68,56
28/08/2015;24,1;não;26,5;não;28,9;não;0;não;6;16;60;não;84;não;2,67;25,22;5,2;19,1;21,9;1008,1;1011,7;1,91;70,57
27/08/2015;24,7;não;26,75;não;28,8;não;0;não;5;15;60;não;79;não;2,57;21,88;4,1;19,7;22;1007;1010,6;1,88;72,48
26/08/2015;24,8;não;26,9;não;29;não;0;não;4;14;68;não;83;não;2,62;22,18;4,3;20,6;23,2;1008,1;1011,4;1,98;74,36
25/08/2015;22,7;não;25,9;não;29,1;não;0,2;não;3;13;69;não;90;não;2,92;19,55;3,7;20,7;24,2;1008,2;1011,5;2,3;76,34
24/08/2015;21,7;não;25;não;28,3;não;0;não;2;12;67;não;85;não;2,74;18,12;5,2;19,1;22,9;1006,9;1010,1;2,18;78,44
23/08/2015;21,7;não;25,35;não;29;não;0;não;1;11;61;não;89;não;3;24,19;5;19,5;21,6;1005,4;1009,5;2,46;80,62
22/08/2015;22,9;não;25,6;não;28,3;não;2,2;não;0;10;66;não;94;não;2,6;21,08;5,8;20;23,8;1005,6;1009,8;2,53;83,08
21/08/2015;23,6;não;26;não;28,4;não;0,4;não;5;9;68;não;92;não;2,55;20,5;4;21,2;24,2;1007,8;1011,5;2,21;83,41
20/08/2015;20,7;não;24,6;não;28,5;não;0;não;4;8;64;não;91;não;2,94;23,36;2,9;19,2;22,2;1007,1;1010,4;2,55;85,22
19/08/2015;21,5;não;25;não;28,5;não;0,2;não;3;7;65;não;91;não;2,83;21,9;4,1;19,1;22,3;1007,1;1010,3;2,53;87,77
18/08/2015;22,3;não;25,5;não;28,7;não;0;não;2;6;60;não;89;não;2,81;21,64;4,8;19,5;22,2;1007,8;1011,2;2,57;90,1
17/08/2015;23,6;não;25,95;não;28,3;não;0,2;não;1;5;64;não;88;não;2,51;21,31;4,8;19,4;22,9;1007,9;1011,4;2,37;92,67
16/08/2015;21,6;não;25;não;28,4;não;1,2;não;0;4;67;não;94;não;2,78;20,34;5,9;20,1;22,7;1008,4;1012,3;2,71;94,84
15/08/2015;24,9;não;26,75;não;28,6;não;0;não;1;3;66;não;86;não;2,46;20,44;5,3;21;23,1;1009,1;1012;2,4;96,35
14/08/2015;22,1;não;25,35;não;28,6;não;9,4;não;0;2;73;não;96;não;2,79;18,05;4,2;20,7;24,3;1008,8;1012;2,79;98,75
13/08/2015;21,2;não;25;não;28,8;não;0,2;não;1;1;61;não;89;não;2,98;21,46;3,8;18,8;21,6;1008,7;1012;2,79;92,14
12/08/2015;21,6;não;24,35;não;27,1;não;18,6;não;0;0;66;não;96;não;2,32;17,66;5,2;19,4;22,8;1007,7;1011,8;2,32;94,73
11/08/2015;22;não;25,15;não;28,3;não;2,2;não;0;14;62;não;93;não;2,69;18,91;5,8;19,1;22,5;1008,4;1011,6;2,59;78,45
10/08/2015;21,6;não;25,25;não;28,9;não;0,2;não;5;13;58;não;87;não;2,96;22,22;4,7;18,7;21,3;1008,7;1012,1;2,4;78,84
09/08/2015;22,3;não;25,2;não;28,1;não;0,2;não;4;12;65;não;92;não;2,58;14,48;5,4;19,9;22,5;1007,6;1011,1;2,15;81,04
08/08/2015;21,9;não;25,25;não;28,6;não;0;não;3;11;64;não;89;não;2,81;20,92;4,6;19,9;22;1007,5;1010,3;2,37;82,99
07/08/2015;22,6;não;25,55;não;28,5;não;0,4;não;2;10;66;não;89;não;2,68;17,53;4,2;19,9;22,2;1007,6;1010,4;2,37;85,36
06/08/2015;23,9;não;26,45;não;29;não;0;não;1;9;63;não;89;não;2,71;19,02;4,4;20,5;23,5;1007,9;1011,2;2,4;87,33
05/08/2015;21,8;não;25,45;não;29,1;não;1,4;não;0;8;60;não;93;não;3,01;18,78;3,6;20,1;23;1008,5;1012,2;2,85;89,73
04/08/2015;22;não;25,7;não;29,4;não;0;não;1;7;56;não;90;não;3,1;19,5;5;18,4;22,2;1009,9;1012,4;2,87;91,18
03/08/2015;21,3;não;24,6;não;27,9;não;1,6;não;0;6;68;não;94;não;2,62;18,8;4,4;19,9;22,8;1009,4;1012,2;2,57;94,05
02/08/2015;21,7;não;25;não;28,3;não;2,8;não;0;5;67;não;95;não;2,72;20,35;3,9;20,7;23;1007,9;1010,7;2,72;95,02
01/08/2015;20,9;não;24,8;não;28,7;não;0;não;1;4;55;não;92;não;2,96;22,02;3,7;18,5;21,9;1007,8;1011,3;2,85;94,94
31/07/2015;21,9;não;25,05;não;28,2;não;2;não;0;3;67;não;93;não;2,65;15,88;3,7;19,6;23;1008,2;1011,6;2,64;97,79
30/07/2015;22,2;não;25,15;não;28,1;não;1;não;0;2;61;não;92;não;2,58;20,7;2,8;19,5;22,2;1008,8;1012,1;2,57;98,43
29/07/2015;22;não;24,6;não;27,2;não;6,8;não;0;1;75;não;96;não;2,3;11,89;5;20,6;23,8;1008,9;1012;2,3;100
28/07/2015;22,1;não;24,6;não;27,1;não;26,8;não;0;0;78;não;96;não;2,26;12,24;2,9;20,8;24,2;1008,4;1011,2;2,26;100
27/07/2015;21,7;não;24,6;não;27,5;não;61;não;0;0;73;não;97;não;2,43;13,99;2,6;21;23,5;1007,6;1010,8;2,43;100
26/07/2015;22,1;não;25,05;não;28;não;0,2;não;2;6;69;não;92;não;2,55;18,97;3,7;20,8;23,3;1007,7;1010,6;2,4;92,47
25/07/2015;21,6;não;25,05;não;28,5;não;0;não;1;5;58;não;88;não;2,79;22,73;4;18,8;22;1007,7;1011,6;2,68;94,67
24/07/2015;22,3;não;25,45;não;28,6;não;1,6;não;0;4;65;não;93;não;2,74;19,61;4,1;20,6;23,4;1008,7;1012;2,71;97,35
23/07/2015;22,5;não;25,6;não;28,7;não;1,2;não;0;3;67;não;93;não;2,75;19,78;3,5;21,2;23,4;1008,7;1012;2,74;98,46
22/07/2015;22,1;não;25,1;não;28,1;não;8,2;não;0;2;73;não;95;não;2,59;18,96;3,1;21;23,9;1008,4;1010,9;2,59;100
21/07/2015;22,4;não;24,85;não;27,3;não;9,8;não;0;1;77;não;96;não;2,28;13,03;2,5;21,7;24,5;1008,5;1011,2;2,28;100
20/07/2015;22,1;não;24,9;não;27,7;não;10,4;não;0;0;73;não;95;não;2,45;13,26;4,2;20,6;24,2;1008,6;1011,9;2,45;100
19/07/2015;21,9;não;25,1;não;28,3;não;1,4;não;0;2;67;não;94;não;2,68;18,04;4,2;20,3;23;1008,8;1012,1;2,67;98,73
18/07/2015;22,3;não;25,2;não;28,1;não;6,2;não;0;1;64;não;94;não;2,56;17,88;3,7;20,1;23,3;1009;1011,9;2,56;100
17/07/2015;22;não;24,5;não;27;não;41;não;0;0;75;não;96;não;2,23;14,29;3,1;20,4;23,7;1008,4;1011,4;2,23;100
16/07/2015;22,2;não;25,1;não;28;não;17,2;não;0;0;70;não;95;não;2,54;16,29;4,5;20,6;23,5;1006,8;1009,8;2,54;100
15/07/2015;23;não;25,9;não;28,8;não;5,8;não;0;11;60;não;94;não;2,72;20,18;4,1;19,6;22,7;1007,8;1010,7;2,72;93,54
14/07/2015;23,4;não;26,2;não;29;não;1;não;0;10;60;não;92;não;2,75;19,58;3,4;19,7;23,3;1007,4;1010,8;2,59;90,46
13/07/2015;25,5;não;27,4;não;29,3;não;0;não;1;9;65;não;86;não;2,6;19,45;5,6;20,9;23,2;1008,5;1011,4;2,43;92,05
12/07/2015;22,9;não;25,9;não;28,9;não;8,4;não;0;8;70;não;94;não;2,77;12,51;3,5;21,2;24,2;1007,7;1011,9;2,77;94,48
11/07/2015;23,5;não;26,4;não;29,3;não;1,8;não;0;7;68;não;93;não;2,84;19,55;3,1;22;23,7;1008,9;1012;2,73;88,85
10/07/2015;23,4;não;26,3;não;29,2;não;0;não;4;6;69;não;92;não;2,82;19,12;4,2;21,7;24;1009,5;1012,3;2,57;89,78
09/07/2015;22,8;não;26,15;não;29,5;não;0;não;3;5;58;não;94;não;3,01;20,91;3,9;19,9;22,9;1009;1011,6;2,82;92,35
08/07/2015;22,6;não;25,85;não;29,1;não;0,8;não;2;4;68;não;94;não;2,88;21,77;2,5;21,4;23,8;1007,9;1010,6;2,8;95,17
07/07/2015;21,8;não;25,3;não;28,8;não;0;não;1;3;59;não;88;não;2,87;18,83;2,8;18,8;23,3;1006,8;1009,3;2,83;97,17
06/07/2015;23,1;não;25,9;não;28,7;não;5,8;não;0;2;65;não;94;não;2,67;19,24;3,9;20,9;23,3;1006;1008,8;2,67;100
05/07/2015;25;não;27,05;não;29,1;não;0,6;não;1;1;70;não;92;não;2,59;18,81;4,4;22,1;24,2;1006,7;1009,7;2,57;98,03
04/07/2015;23,6;não;26,15;não;28,7;não;26;não;0;0;76;não;96;não;2,61;12,43;2,7;22;24,8;1006,9;1009,8;2,61;100
03/07/2015;23,8;não;26,35;não;28,9;não;11,6;não;0;0;66;não;95;não;2,66;17,76;2,6;21,3;24,9;1007,4;1009,9;2,66;100
02/07/2015;23;não;25,9;não;28,8;não;6,2;não;0;1;71;não;94;não;2,72;15,08;3,6;21,8;24,4;1007,2;1010,4;2,72;100
01/07/2015;23,5;não;25,25;não;27;não;27,2;não;0;0;77;não;95;não;2,06;8,11;4,4;21,9;24,5;1008,1;1011,4;2,06;100
30/06/2015;22,8;não;25,25;não;27,7;não;19,8;não;0;0;78;não;96;não;2,36;15,16;5,2;22;24,7;1007,8;1011,3;2,36;100
29/06/2015;22,3;não;25,6;não;28,9;não;16,6;não;0;0;68;não;95;não;2,84;17,71;3,1;21,3;24,4;1008,2;1011,1;2,84;100
28/06/2015;22,6;não;26,45;não;30,3;não;0;não;2;3;60;não;91;não;3,35;20,2;3,9;20,9;23,7;1007,9;1011,9;3,13;91,99
27/06/2015;21,9;não;25,75;não;29,6;não;0;não;1;2;59;não;89;não;3,16;20,62;3,6;19,9;22,3;1009,2;1012,7;3,06;95,12
26/06/2015;22,9;não;26;não;29,1;não;1;não;0;1;62;não;92;não;2,84;17,24;4,3;18,8;23,9;1011;1013,9;2,82;98,18
25/06/2015;22,1;não;24,65;não;27,2;não;59,8;não;0;0;76;não;97;não;2,27;10,73;2,5;20,6;24;1011,6;1014,4;2,27;100
24/06/2015;22,4;não;25,75;não;29,1;não;1,2;não;0;1;68;não;97;não;2,9;20,83;2,7;21,4;24,6;1010,3;1013,2;2,89;98,31
23/06/2015;22;não;23,45;não;24,9;não;35,2;não;0;0;85;não;96;não;1,61;5,8;0,4;21,2;23,8;1010,1;1013,2;1,61;100
22/06/2015;21,6;não;25;não;28,4;não;4,2;não;0;1;70;não;94;não;2,74;15,58;4,4;19,5;24,7;1009,9;1012,2;2,74;100
21/06/2015;23,2;não;26,35;não;29,5;não;34,8;não;0;0;66;não;95;não;2,95;14,71;3,1;20,9;24,2;1009,5;1012,3;2,95;100
20/06/2015;22,3;não;26,25;não;30,2;não;0,4;não;1;10;62;não;91;não;3,35;21,33;4,1;20,6;23,3;1008,7;1011,1;3,06;88,68
19/06/2015;22,1;não;25,3;não;28,5;não;5,2;não;0;9;63;não;93;não;2,71;18,74;2,7;20;22,9;1008,4;1011,2;2,71;91,34
18/06/2015;21,7;não;25,4;não;29,1;não;0,6;não;1;8;64;não;90;não;2,99;15,7;2,2;19,4;22,8;1006,9;1009,9;2,75;88,85
17/06/2015;22,3;não;25,75;não;29,2;não;2,6;não;0;7;60;não;93;não;2,95;19,06;2,6;19,4;23,3;1007;1009,4;2,92;91
16/06/2015;23,5;não;26,65;não;29,8;não;0;não;2;6;58;não;91;não;3,03;18,74;3,1;19,3;23,5;1006,8;1010,4;2,81;91,32
15/06/2015;24,2;não;26,95;não;29,7;não;0;não;1;5;66;não;91;não;2,9;19,49;3,6;21,8;24,5;1007,2;1010,7;2,77;94,13
14/06/2015;23,6;não;26,25;não;28,9;não;4,4;não;0;4;71;não;94;não;2,68;19,64;3,1;22,2;24,1;1006,7;1009,9;2,68;96,9
13/06/2015;22,2;não;26;não;29,8;não;3,6;não;0;3;64;não;90;não;3,2;21,25;3,4;20,2;23,6;1007,1;1010,7;3,2;95,18
12/06/2015;23,5;não;26,65;não;29,8;não;0,6;não;2;2;64;não;92;não;3,03;20,22;3,4;20,8;24,2;1007,2;1010,1;2,93;94,78
11/06/2015;23,7;não;26,65;não;29,6;não;0;não;1;1;60;não;88;não;2,93;19,64;3,3;20;22,7;1006,4;1008,8;2,89;97,11
10/06/2015;22,5;não;26;não;29,5;não;21;não;0;0;61;não;96;não;3,04;20,85;4;20,8;24,1;1006,3;1009,1;3,04;100
09/06/2015;22,9;não;26,2;não;29,5;não;0,8;não;1;1;69;não;92;não;2,99;17,88;3,5;21,5;24,4;1006,2;1008,9;2,97;97,83
08/06/2015;23,4;não;26,45;não;29,5;não;12,8;não;0;0;65;não;94;não;2,93;18,51;2,5;21,2;24,2;1006,6;1009,5;2,93;100
07/06/2015;22,3;não;25,65;não;29;não;1,4;não;0;3;63;não;92;não;2,88;19,59;2,6;20,9;23,4;1006,5;1008,9;2,83;95,89
06/06/2015;23,2;não;26,25;não;29,3;não;6,8;não;0;2;64;não;95;não;2,88;15,95;3,9;20,8;24,3;1005,4;1009,4;2,88;97,32
05/06/2015;23,3;não;26,4;não;29,5;não;1,8;não;0;1;66;não;92;não;2,94;20,13;2,2;21,4;23,9;1006,8;1010,4;2,87;93,4
04/06/2015;23,1;não;25,25;não;27,4;não;20,8;não;0;0;74;não;96;não;2,23;3,42;5;21,9;24,1;1007,9;1010,4;2,23;94,47
03/06/2015;23,5;não;26,9;não;30,3;não;0;não;1;3;61;não;90;não;3,23;19,97;2,8;21,5;24;1007;1009,3;2,49;75,9
02/06/2015;23,2;não;26,7;não;30,2;não;3,6;não;0;2;59;não;95;não;3,23;20,98;4,6;20,8;24,4;1005,9;1009,5;3,23;78,39
01/06/2015;22,8;não;25,85;não;28,9;não;7;não;0;1;71;não;95;não;2,78;12,9;2,9;21;24,2;1006,2;1009,9;2,78;78,02
31/05/2015;23;não;26,15;não;29,3;não;10,2;não;0;0;67;não;94;não;2,91;16,46;3,3;21,5;24,7;1006,2;1009;2,91;73,8
30/05/2015;24,7;não;27,3;não;29,9;não;9,6;não;0;2;67;não;93;não;2,92;14,86;2;22;25,2;1005;1008,4;2,92;66,51
29/05/2015;23,5;não;26,75;não;30;não;0;não;1;1;59;não;89;não;3,11;22,29;2,8;20,9;23,8;1004,6;1008,2;1,89;59,83
28/05/2015;23,3;não;26,6;não;29,9;não;13,6;não;0;0;64;não;94;não;3,1;21,3;4,4;21,4;24,5;1005,7;1009,3;3,1;61,72
27/05/2015;26,4;não;28,5;não;30,6;não;0,4;não;3;26;62;não;84;não;2,97;20,17;4,1;21,5;24,2;1006,1;1008,8;1,73;51,22
26/05/2015;26,6;não;28,8;não;31;não;0;não;2;25;64;não;82;não;3,1;19,7;4,4;21,8;24,3;1006,1;1009;1,65;52,55
25/05/2015;26,9;não;28,85;não;30,8;não;0;não;1;24;66;não;82;não;2,99;20,65;4,2;22,8;24,6;1005,5;1008,9;1,65;54,2
24/05/2015;24;não;26,95;não;29,9;não;3,4;não;0;23;69;não;92;não;3,01;19,32;4,2;22,5;25,3;1005,9;1009,3;3,01;55,85
23/05/2015;24,6;não;27,6;não;30,6;não;0;não;3;22;61;não;87;não;3,21;21;3,7;21,2;24,1;1006,9;1010,2;1,81;55,46
22/05/2015;24,4;não;27,6;não;30,8;não;0;não;2;21;64;não;90;não;3,32;21,76;3,1;21,1;24,1;1008,1;1010,9;1,93;57,27
21/05/2015;25,3;não;28,1;não;30,9;não;0;não;1;20;63;não;85;não;3,24;21,81;3,9;22;24,1;1008,1;1010,5;1,95;59,2
20/05/2015;24,3;não;27,1;não;29,9;não;2;não;0;19;71;não;92;não;2,98;18,84;3,2;22,6;25,9;1006,4;1009,4;2,6;61,15
19/05/2015;24,3;não;27,2;não;30,1;não;0,2;não;2;18;68;não;91;não;3,06;20,39;3,6;22,2;24,7;1006;1009;2;61,75
18/05/2015;23,2;não;26,85;não;30,5;não;0;não;1;17;61;não;92;não;3,37;22,9;3,3;21,4;23,6;1006,1;1009,6;2,17;63,55
17/05/2015;24;não;27,35;não;30,7;não;1;não;0;16;61;não;91;não;3,34;21,72;4,2;21,3;23,8;1006,9;1010,2;2,56;65,72
16/05/2015;24,2;não;27,45;não;30,7;não;0,2;não;12;15;63;não;88;não;3,31;19,49;4,4;21,2;24,3;1006,3;1009,7;2,33;67,28
15/05/2015;25,1;não;27,75;não;30,4;não;0;não;11;14;61;não;84;não;3,07;21,64;3,5;20,9;23,8;1005,5;1008,9;2,16;69,41
14/05/2015;25,8;não;28,2;não;30,6;não;0,2;não;10;13;62;não;86;não;3,06;21,85;3,9;21,4;23,7;1005,2;1008,8;2,28;71,57
13/05/2015;23,2;não;26,95;não;30,7;não;0,8;não;9;12;62;não;90;não;3,46;19,96;3,4;20,6;24,3;1005,6;1008,3;2,78;73,65
12/05/2015;23,9;não;27,15;não;30,4;não;0;não;8;11;61;não;88;não;3,24;22,99;3,5;21,5;23,8;1004,6;1008,8;2,49;75,63
11/05/2015;23,7;não;27,15;não;30,6;não;0;não;7;10;60;não;87;não;3,35;21,18;2,2;20,7;23,3;1005,9;1008,7;2,66;78,12
10/05/2015;26;não;28,25;não;30,5;não;0;não;6;9;64;não;82;não;3;21,06;4,1;21,4;23,9;1005,6;1009,4;2,46;80,78
09/05/2015;26,7;não;28,6;não;30,5;não;0;não;5;8;65;não;83;não;2,91;22,36;4,7;21,7;24,2;1006,7;1010,1;2,46;83,24
08/05/2015;26,2;não;28,4;não;30,6;não;0;não;4;7;64;não;84;não;3,02;21,05;3,8;22;25,4;1006,8;1009,3;2,63;85,7
07/05/2015;24,7;não;27,45;não;30,2;não;0;não;3;6;65;não;88;não;3,06;23,43;2,9;21,7;24,2;1005,6;1007,9;2,74;88,33
06/05/2015;23,7;não;26,95;não;30,2;não;0;não;2;5;66;não;90;não;3,19;23,64;3,7;21,9;24,7;1005,3;1008,8;2,96;91,07
05/05/2015;24,1;não;27,2;não;30,3;não;0;não;1;4;63;não;93;não;3,18;23,17;3,2;21,7;24,3;1005,8;1009,3;3,03;94,03
04/05/2015;24,7;não;26,65;não;28,6;não;1,8;não;0;3;71;não;91;não;2,48;7,44;3,7;22,5;25,5;1005,2;1009,2;2,47;97,06
03/05/2015;23;sim;26,5;sim;30;sim;3,81;sim;0;2;;não;;não;3,26;;;;;;;3,26;97,73
02/05/2015;23,5;não;26,9;não;30,3;não;0,4;não;1;1;63;não;94;não;3,26;19,44;3,4;21,9;25;1004,1;1007,8;3,22;97,18
01/05/2015;23,2;não;26,7;não;30,2;não;25,2;não;0;0;70;não;95;não;3,27;18,72;3,9;21,3;24,8;1004,1;1007,6;3,27;100
30/04/2015;26,9;não;28,75;não;30,6;não;0;não;3;5;62;não;79;não;2,94;21,77;3,9;21,3;23,6;1003,9;1007,2;2,69;89,94
29/04/2015;25,5;não;27,95;não;30,4;não;0;não;2;4;66;não;82;não;3,04;20,95;3,4;21,2;24,4;1004,8;1008;2,86;92,63
28/04/2015;26,6;não;28,6;não;30,6;não;0;não;1;3;63;não;79;não;2,98;20,12;3,8;21,2;24,2;1004,5;1007,5;2,88;95,49
27/04/2015;23,9;não;27,2;não;30,5;não;4,6;não;0;2;64;não;92;não;3,3;22,87;3,4;21,9;24,8;1005,4;1008,5;3,3;98,37
26/04/2015;26,7;não;28,65;não;30,6;não;0;não;1;1;67;não;81;não;2,97;22,45;2,3;22,4;24,6;1006;1009,2;2,93;97,07
25/04/2015;24;não;27,2;não;30,4;não;18,2;não;0;0;69;não;95;não;3,25;21,22;3,4;22,7;25,8;1006,4;1009,6;3,25;100
24/04/2015;23,6;não;26,5;não;29,4;não;12,2;não;0;0;75;não;94;não;2,91;8,4;0,8;21,7;25,7;1006,2;1009,6;2,91;100
23/04/2015;23,1;não;26,55;não;30;não;38;não;0;0;71;não;96;não;3,21;15,33;1,3;21,6;25,4;1006,4;1008,6;3,21;100
22/04/2015;25,1;não;27,95;não;30,8;não;2,6;não;0;11;66;não;93;não;3,27;19,73;3;22;25,4;1004,9;1008,3;3,09;72,1
21/04/2015;22,5;não;26,5;não;30,5;não;0;não;9;10;63;não;90;não;3,51;22,43;2,9;20,8;24,4;1005,6;1007,7;2,59;72,59
20/04/2015;24;não;27,45;não;30,9;não;0;não;8;9;63;não;89;não;3,46;24,23;2,9;21,9;24;1004,2;1007,6;2,65;75,18
19/04/2015;24,5;não;27,8;não;31,1;não;0;não;7;8;63;não;85;não;3,48;18,2;2,5;21,2;23,9;1004,2;1007,4;2,75;77,83
18/04/2015;24,8;não;27,9;não;31;não;0;não;6;7;60;não;87;não;3,4;25,51;4,1;21,7;23,8;1004,7;1008;2,79;80,58
17/04/2015;25,3;não;28,05;não;30,8;não;0;não;5;6;61;não;83;não;3,25;24,98;3,9;21,6;24;1005,2;1008,8;2,75;83,37
16/04/2015;23,4;não;27,05;não;30,7;não;0;não;4;5;62;não;89;não;3,47;23,27;3,9;21,5;24;1004,5;1008,2;3,04;86,12
15/04/2015;25;não;27,8;não;30,6;não;0;não;3;4;60;não;88;não;3,21;24,62;4,6;21;24;1004,7;1008,8;2,91;89,16
14/04/2015;26,2;não;28,7;não;31,2;não;0;não;2;3;66;não;85;não;3,29;23,74;3,6;22,8;24,9;1005,9;1009,1;3,08;92,07
13/04/2015;25,5;não;28,2;não;30,9;não;0;não;1;2;64;não;90;não;3,27;21;3,6;22,6;24,9;1006,2;1009,7;3,16;95,15
